exp_name,num_steps,distortion,eta,omega,validity_mean,validity_std,vun_mean,vun_std,mmd_mean,mmd_std,mae_mean,time,samples_to_generate,condition_value
qm9_with_h_conditional.ckpt,40,polydec,150.0,0.0,77.83203125,0.0,,,0.3824995148844528,0.0,22.42912,"(37.35434079170227, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,150.0,0.2,77.63671875,0.0,,,0.3823437749623852,0.0,15.542705,"(37.34515595436096, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,150.0,0.4,77.099609375,0.0,,,0.3572097002057334,0.0,14.806752,"(37.37733459472656, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,150.0,0.6000000000000001,78.173828125,0.0,,,0.3728786525705208,0.0,15.188202,"(37.350547552108765, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,150.0,0.8,77.63671875,0.0,,,0.35797851303037154,0.0,19.072178,"(37.350733041763306, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,150.0,1.0,79.1015625,0.0,,,0.35392558983394073,0.0,11.889073,"(37.35168814659119, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,200.0,0.0,74.4140625,0.0,,,0.34980334132992286,0.0,9.298653,"(37.36750936508179, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,200.0,0.2,76.3671875,0.0,,,0.3492102261732518,0.0,9.416601,"(37.35278940200806, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,200.0,0.4,76.5625,0.0,,,0.3540736749923621,0.0,12.530116,"(37.3404757976532, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,200.0,0.6000000000000001,76.416015625,0.0,,,0.3570807333267093,0.0,20.244503,"(37.36644625663757, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,200.0,0.8,77.294921875,0.0,,,0.35777332857806854,0.0,12.234536,"(37.36647653579712, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,200.0,1.0,76.5625,0.0,,,0.34500788549478123,0.0,8.675293,"(37.397600412368774, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,250.0,0.0,71.875,0.0,,,0.3386187608145822,0.0,6.6804123,"(37.376408100128174, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,250.0,0.2,72.65625,0.0,,,0.3564086106835451,0.0,8.397383,"(37.38417053222656, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,250.0,0.4,72.216796875,0.0,,,0.3736464994457419,0.0,6.3950195,"(37.378989458084106, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,250.0,0.6000000000000001,72.65625,0.0,,,0.36805761392916686,0.0,8.741647,"(37.401612997055054, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,250.0,0.8,72.36328125,0.0,,,0.37005980156027485,0.0,4.044225,"(37.359753131866455, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,40,polydec,250.0,1.0,71.337890625,0.0,,,0.3689169956101814,0.0,5.157782,"(37.36208415031433, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,0.0,0.0,87.5,0.0,,,0.3934242280541068,0.0,3.331459,"(46.678866386413574, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,0.0,0.2,86.865234375,0.0,,,0.37700898503306246,0.0,9.077728,"(46.679245710372925, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,0.0,0.4,87.451171875,0.0,,,0.3842807386474867,0.0,13.83609,"(46.67255878448486, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,0.0,0.6000000000000001,88.4765625,0.0,,,0.38022929383007265,0.0,4.6025796,"(46.680102825164795, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,0.0,0.8,87.158203125,0.0,,,0.3757166376587564,0.0,9.37207,"(46.68273425102234, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,0.0,1.0,87.890625,0.0,,,0.3822928110501788,0.0,13.90421,"(46.67937159538269, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,25.0,0.0,85.25390625,0.0,,,0.41908100374736756,0.0,21.790873,"(46.665608167648315, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,25.0,0.2,85.7421875,0.0,,,0.42390334276487135,0.0,15.207545,"(46.67175626754761, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,25.0,0.4,86.62109375,0.0,,,0.4073387348154467,0.0,6.447754,"(46.66533946990967, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,25.0,0.6000000000000001,86.962890625,0.0,,,0.4217731480628458,0.0,7.3428,"(46.681731939315796, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,25.0,0.8,87.158203125,0.0,,,0.411343925894082,0.0,13.5877075,"(46.680779218673706, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,25.0,1.0,88.134765625,0.0,,,0.4176894278965878,0.0,12.159454,"(46.67145562171936, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,50.0,0.0,84.033203125,0.0,,,0.4056948631194641,0.0,17.071245,"(46.682074308395386, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,50.0,0.2,85.693359375,0.0,,,0.40700301962298846,0.0,10.5348425,"(46.67321753501892, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,50.0,0.4,86.474609375,0.0,,,0.4088926202527038,0.0,8.060634,"(46.68192458152771, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,50.0,0.6000000000000001,86.865234375,0.0,,,0.3872989652880714,0.0,10.713998,"(46.664849519729614, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,50.0,0.8,86.279296875,0.0,,,0.395158012867704,0.0,15.352848,"(46.669097900390625, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,50.0,1.0,87.646484375,0.0,,,0.39205045187961873,0.0,17.265856,"(46.69976329803467, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,100.0,0.0,83.7890625,0.0,,,0.3791404917157747,0.0,16.07074,"(46.666271448135376, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,100.0,0.2,86.9140625,0.0,,,0.36073336087925506,0.0,4.3538566,"(46.67457127571106, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,100.0,0.4,85.986328125,0.0,,,0.3788969616645008,0.0,8.413722,"(46.66902995109558, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,100.0,0.6000000000000001,85.205078125,0.0,,,0.3804082032988314,0.0,4.4946246,"(46.675376176834106, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,100.0,0.8,84.86328125,0.0,,,0.353565684175925,0.0,4.5815997,"(46.67787551879883, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,100.0,1.0,85.3515625,0.0,,,0.3627636010419807,0.0,6.351177,"(46.66385865211487, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,150.0,0.0,83.056640625,0.0,,,0.38270135641163316,0.0,12.01535,"(46.66784739494324, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,150.0,0.2,83.544921875,0.0,,,0.37945093915342115,0.0,20.291693,"(46.659019231796265, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,150.0,0.4,83.447265625,0.0,,,0.3569136732823166,0.0,21.56431,"(46.670987606048584, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,150.0,0.6000000000000001,83.88671875,0.0,,,0.3520501629882531,0.0,9.983775,"(46.66728234291077, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,150.0,0.8,85.05859375,0.0,,,0.35655797957913526,0.0,6.8287573,"(46.703559160232544, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,150.0,1.0,84.9609375,0.0,,,0.37059468562509923,0.0,10.123304,"(46.68537783622742, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,200.0,0.0,81.689453125,0.0,,,0.37018568564119825,0.0,9.408992,"(46.68308138847351, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,200.0,0.2,82.373046875,0.0,,,0.3607519845633448,0.0,15.916453,"(46.6724739074707, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,200.0,0.4,81.591796875,0.0,,,0.34209885242650306,0.0,14.224435,"(46.671276807785034, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,200.0,0.6000000000000001,81.884765625,0.0,,,0.356715259553818,0.0,12.432719,"(46.67179083824158, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,200.0,0.8,82.177734375,0.0,,,0.3475810593870631,0.0,20.877186,"(46.66886878013611, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,200.0,1.0,83.3984375,0.0,,,0.34275077221234784,0.0,18.223074,"(46.68429088592529, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,250.0,0.0,80.76171875,0.0,,,0.3526593651990265,0.0,24.528181,"(46.68352293968201, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,250.0,0.2,82.2265625,0.0,,,0.34992361697616503,0.0,14.76887,"(46.689696073532104, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,250.0,0.4,81.54296875,0.0,,,0.3590153228403426,0.0,17.073322,"(46.69035363197327, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,250.0,0.6000000000000001,82.080078125,0.0,,,0.35233627802804857,0.0,15.973638,"(46.66151261329651, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,250.0,0.8,81.591796875,0.0,,,0.3549216623222284,0.0,7.320666,"(46.65550708770752, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,50,polydec,250.0,1.0,80.810546875,0.0,,,0.35178375868136114,0.0,6.709913,"(46.65867733955383, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,0.0,0.0,88.28125,0.0,,,0.40188673160006194,0.0,10.5583935,"(55.981196641922, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,0.0,0.2,87.841796875,0.0,,,0.3936295384963873,0.0,3.3579712,"(56.02424144744873, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,0.0,0.4,87.158203125,0.0,,,0.38827896021127417,0.0,4.0729423,"(56.03432869911194, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,0.0,0.6000000000000001,88.232421875,0.0,,,0.3862244029619156,0.0,7.2138586,"(56.016183614730835, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,0.0,0.8,88.96484375,0.0,,,0.3768497003640493,0.0,7.6109314,"(56.03207039833069, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,0.0,1.0,87.841796875,0.0,,,0.36949919946756277,0.0,7.319069,"(55.99621391296387, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,25.0,0.0,86.376953125,0.0,,,0.4096518540039502,0.0,4.462269,"(55.99465203285217, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,25.0,0.2,87.255859375,0.0,,,0.42533966612965457,0.0,15.735762,"(55.98612976074219, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,25.0,0.4,87.744140625,0.0,,,0.4138453054204969,0.0,5.485565,"(56.04838514328003, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,25.0,0.6000000000000001,88.37890625,0.0,,,0.40976588283610776,0.0,9.187149,"(56.07486605644226, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,25.0,0.8,88.57421875,0.0,,,0.4150874112522163,0.0,11.508785,"(56.069167137145996, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,25.0,1.0,88.28125,0.0,,,0.4095427733850412,0.0,8.236023,"(56.13507270812988, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,50.0,0.0,87.646484375,0.0,,,0.39600798830714,0.0,8.16833,"(56.08480930328369, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,50.0,0.2,90.0390625,0.0,,,0.3953353799509927,0.0,10.415916,"(56.102314472198486, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,50.0,0.4,88.720703125,0.0,,,0.3962472593618399,0.0,15.26545,"(56.11945462226868, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,50.0,0.6000000000000001,87.744140625,0.0,,,0.3998180759093882,0.0,13.315577,"(56.116370677948, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,50.0,0.8,87.79296875,0.0,,,0.40054696789682614,0.0,4.866843,"(56.11388182640076, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,50.0,1.0,87.060546875,0.0,,,0.39302865056656217,0.0,4.9769897,"(56.105140686035156, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,100.0,0.0,86.865234375,0.0,,,0.36546790999494594,0.0,5.8049884,"(56.129971742630005, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,100.0,0.2,87.744140625,0.0,,,0.35249645590309314,0.0,6.312474,"(56.01232647895813, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,100.0,0.4,87.548828125,0.0,,,0.3837226545128567,0.0,4.4698095,"(55.99024438858032, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,100.0,0.6000000000000001,86.9140625,0.0,,,0.3817244744450645,0.0,13.576762,"(55.98453903198242, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,100.0,0.8,86.42578125,0.0,,,0.37721506836247465,0.0,17.073364,"(55.98731589317322, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,100.0,1.0,87.79296875,0.0,,,0.389140840959914,0.0,10.110121,"(56.00111103057861, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,150.0,0.0,85.15625,0.0,,,0.39018878978573374,0.0,16.593012,"(55.99318552017212, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,150.0,0.2,85.400390625,0.0,,,0.3745987606829735,0.0,11.701701,"(56.00622057914734, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,150.0,0.4,84.521484375,0.0,,,0.3645535287795511,0.0,13.169726,"(56.007951736450195, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,150.0,0.6000000000000001,86.181640625,0.0,,,0.3763769107041246,0.0,5.340258,"(55.98934626579285, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,150.0,0.8,86.03515625,0.0,,,0.37912942131400584,0.0,6.103874,"(55.996012449264526, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,150.0,1.0,86.181640625,0.0,,,0.3437196296674415,0.0,8.075972,"(55.9989492893219, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,200.0,0.0,86.23046875,0.0,,,0.37117072363015424,0.0,16.40292,"(56.00863242149353, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,200.0,0.2,86.572265625,0.0,,,0.36477659370589144,0.0,16.699535,"(55.98983120918274, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,200.0,0.4,86.23046875,0.0,,,0.38015804889919036,0.0,15.454346,"(56.013837814331055, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,200.0,0.6000000000000001,86.62109375,0.0,,,0.38450728730945377,0.0,5.661865,"(56.023701906204224, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,200.0,0.8,85.888671875,0.0,,,0.3559507309857527,0.0,6.0530243,"(56.01226735115051, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,200.0,1.0,85.791015625,0.0,,,0.3538654570792211,0.0,10.227997,"(56.023685693740845, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,250.0,0.0,85.107421875,0.0,,,0.36834523534163016,0.0,12.695129,"(56.011184215545654, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,250.0,0.2,85.009765625,0.0,,,0.35660604110281263,0.0,8.518168,"(56.00431799888611, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,250.0,0.4,84.814453125,0.0,,,0.3488953341981691,0.0,6.5611534,"(55.991618633270264, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,250.0,0.6000000000000001,85.25390625,0.0,,,0.36764360856091916,0.0,13.306819,"(55.98787975311279, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,250.0,0.8,84.619140625,0.0,,,0.3785525609952547,0.0,12.009501,"(55.994712352752686, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,60,polydec,250.0,1.0,85.546875,0.0,,,0.34896572107594204,0.0,20.673767,"(56.00644564628601, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,0.0,0.0,88.96484375,0.0,,,0.40113974654314233,0.0,11.245636,"(65.33117580413818, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,0.0,0.2,88.037109375,0.0,,,0.39274577506911257,0.0,3.9225807,"(65.33095479011536, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,0.0,0.4,88.427734375,0.0,,,0.3972817014642051,0.0,12.514757,"(65.33347201347351, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,0.0,0.6000000000000001,88.57421875,0.0,,,0.39500944382698555,0.0,6.4561157,"(65.34878087043762, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,0.0,0.8,88.671875,0.0,,,0.38708142184576877,0.0,12.017639,"(65.32714033126831, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,0.0,1.0,89.208984375,0.0,,,0.3890433633089607,0.0,8.40923,"(65.33098077774048, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,25.0,0.0,88.330078125,0.0,,,0.4014850792968514,0.0,7.7469788,"(65.33522820472717, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,25.0,0.2,89.208984375,0.0,,,0.4062546427812873,0.0,18.37201,"(65.33007192611694, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,25.0,0.4,89.16015625,0.0,,,0.40993401928865403,0.0,7.764179,"(65.36311960220337, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,25.0,0.6000000000000001,89.16015625,0.0,,,0.4049010489081313,0.0,17.151169,"(65.30749797821045, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,25.0,0.8,89.453125,0.0,,,0.39974243469201515,0.0,8.47621,"(65.32593750953674, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,25.0,1.0,89.6484375,0.0,,,0.40128009825702715,0.0,12.687883,"(65.31351280212402, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,50.0,0.0,87.841796875,0.0,,,0.3891247148468628,0.0,23.106136,"(65.334312915802, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,50.0,0.2,88.96484375,0.0,,,0.3897810784119641,0.0,11.872736,"(65.3881242275238, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,50.0,0.4,88.0859375,0.0,,,0.3910708486093313,0.0,4.853193,"(65.39022135734558, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,50.0,0.6000000000000001,89.55078125,0.0,,,0.39537355532942625,0.0,4.190098,"(65.35475826263428, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,50.0,0.8,88.57421875,0.0,,,0.385963482794326,0.0,13.027293,"(65.33523535728455, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,50.0,1.0,89.501953125,0.0,,,0.3966976591499032,0.0,12.793679,"(65.30452632904053, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,100.0,0.0,87.79296875,0.0,,,0.3767688916515625,0.0,4.4603357,"(65.29008436203003, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,100.0,0.2,89.013671875,0.0,,,0.361550878793342,0.0,5.1323814,"(65.29771494865417, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,100.0,0.4,88.96484375,0.0,,,0.37648670059925027,0.0,7.2827277,"(65.3012204170227, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,100.0,0.6000000000000001,89.453125,0.0,,,0.3769571317945208,0.0,9.376348,"(65.31743669509888, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,100.0,0.8,89.55078125,0.0,,,0.34431438600528697,0.0,4.10413,"(65.33279752731323, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,100.0,1.0,87.98828125,0.0,,,0.3402105591142527,0.0,4.5695314,"(65.32443857192993, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,150.0,0.0,87.5,0.0,,,0.36235924448054835,0.0,9.341217,"(65.30696249008179, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,150.0,0.2,87.255859375,0.0,,,0.36407395053427366,0.0,6.453321,"(65.3079788684845, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,150.0,0.4,87.744140625,0.0,,,0.37628986530002106,0.0,12.120422,"(65.3428246974945, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,150.0,0.6000000000000001,87.5,0.0,,,0.3714380885632462,0.0,19.621195,"(65.34334206581116, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,150.0,0.8,86.328125,0.0,,,0.3681668874268455,0.0,19.84702,"(65.35460996627808, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,150.0,1.0,86.865234375,0.0,,,0.3578646705256113,0.0,14.197331,"(65.37357330322266, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,200.0,0.0,87.109375,0.0,,,0.35361058688705144,0.0,12.319227,"(65.31863808631897, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,200.0,0.2,86.62109375,0.0,,,0.3444749098858292,0.0,19.907051,"(65.3263463973999, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,200.0,0.4,87.109375,0.0,,,0.36571371767650396,0.0,17.98872,"(65.34317946434021, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,200.0,0.6000000000000001,88.4765625,0.0,,,0.34222785086341634,0.0,14.906756,"(65.30502843856812, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,200.0,0.8,87.744140625,0.0,,,0.3403033185046265,0.0,10.782781,"(65.33831357955933, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,200.0,1.0,87.109375,0.0,,,0.3514921704225057,0.0,19.278255,"(65.32051420211792, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,250.0,0.0,85.791015625,0.0,,,0.3644045905589501,0.0,5.4194894,"(65.33041286468506, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,250.0,0.2,85.791015625,0.0,,,0.3574533028252331,0.0,5.929834,"(65.33785080909729, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,250.0,0.4,86.328125,0.0,,,0.3520246942122356,0.0,8.048431,"(65.32168412208557, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,250.0,0.6000000000000001,87.01171875,0.0,,,0.3324957558502865,0.0,6.4695687,"(65.32065606117249, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,250.0,0.8,87.5,0.0,,,0.3359917991310413,0.0,5.98142,"(65.31525301933289, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,70,polydec,250.0,1.0,87.353515625,0.0,,,0.3345726760651609,0.0,5.991734,"(65.31655311584473, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,80,polydec,0.0,0.0,88.525390625,0.0,,,0.410525982019716,0.0,7.295227,"(74.67164421081543, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,80,polydec,0.0,0.2,88.623046875,0.0,,,0.39507731271586516,0.0,18.015554,"(74.64586806297302, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,80,polydec,0.0,0.4,88.427734375,0.0,,,0.3966220893867865,0.0,5.212542,"(74.6463942527771, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,80,polydec,0.0,0.6000000000000001,87.841796875,0.0,,,0.3798082037429381,0.0,9.653722,"(74.6690628528595, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,80,polydec,0.0,0.8,89.0625,0.0,,,0.38758999365663643,0.0,7.2285113,"(74.66125965118408, 0.0)",2048,-400
qm9_with_h_conditional.ckpt,80,polydec,0.0,1.0,89.111328125,0.0,,,0.3795711713161495,0.0,9.404402,"(74.66908168792725, 0.0)",2048,-400
