fold,steps,mae_exit,validity_exit,execution_time_sec,mae_early_exit,validity_early_exit
200,10,,,0.5789339542388916,,1.0
200,25,,,0.36942386627197266,,1.0
200,40,,,0.4828071594238281,,1.0
200,55,,,0.3207259178161621,,1.0
200,70,,,1.3826780319213867,,1.0
200,85,,,1.7409324645996094,,1.0
200,100,,,2.0365028381347656,,1.0
201,10,,,0.14023590087890625,,1.0
201,25,,,0.20673656463623047,,1.0
201,40,,,0.804828405380249,,1.0
201,55,,,0.94386887550354,,1.0
201,70,,,1.153367519378662,,1.0
201,85,,,1.239537000656128,,1.0
201,100,,,0.7757492065429688,,1.0
202,10,,,0.4101862907409668,,1.0
202,25,,,0.5529446601867676,,1.0
202,40,,,0.7132863998413086,,1.0
202,55,,,1.0415401458740234,,1.0
202,70,,,0.6389901638031006,,1.0
202,85,,,1.4906744956970215,,1.0
202,100,,,1.7350146770477295,,1.0
203,10,,,0.21023988723754883,,1.0
203,25,,,0.48113393783569336,,1.0
203,40,,,0.909106969833374,,1.0
203,55,,,0.4394557476043701,,1.0
203,70,,,1.2442586421966553,,1.0
203,85,,,1.4670143127441406,,1.0
203,100,,,1.7665183544158936,,1.0
204,10,,,0.7163081169128418,,1.0
204,25,,,0.43671298027038574,,1.0
204,40,,,1.104537010192871,,1.0
204,55,,,1.1905851364135742,,1.0
204,70,,,1.3526976108551025,,1.0
204,85,,,1.7387592792510986,,1.0
204,100,,,1.9678423404693604,,1.0
205,10,,,0.5061900615692139,,1.0
205,25,,,0.6491489410400391,,1.0
205,40,,,0.7618141174316406,,1.0
205,55,,,1.0857510566711426,,1.0
205,70,,,2.974893808364868,,1.0
205,85,,,0.9532995223999023,,1.0
205,100,,,1.512902021408081,,1.0
206,10,,,0.20670294761657715,,1.0
206,25,,,0.27553439140319824,,1.0
206,40,,,0.3667616844177246,,1.0
206,55,,,0.7779603004455566,,1.0
206,70,,,1.2821884155273438,,1.0
206,85,,,1.504387378692627,,1.0
206,100,,,1.7590482234954834,,1.0
207,10,,,0.11793684959411621,,1.0
207,25,,,0.3923037052154541,,1.0
207,40,,,0.8252458572387695,,1.0
207,55,,,0.8246304988861084,,1.0
207,70,,,1.2944045066833496,,1.0
207,85,,,1.188129186630249,,1.0
207,100,,,1.9229846000671387,,1.0
208,10,,,0.25530314445495605,,1.0
208,25,,,0.09370088577270508,,1.0
208,40,,,0.5284421443939209,,1.0
208,55,,,0.7678220272064209,,1.0
208,70,,,1.2611925601959229,,1.0
208,85,,,1.4140331745147705,,1.0
208,100,,,1.9006702899932861,,1.0
209,10,,,0.2300856113433838,,1.0
209,25,,,0.4799375534057617,,1.0
209,40,,,0.7319552898406982,,1.0
209,55,,,0.5976243019104004,,1.0
209,70,,,0.9076700210571289,,1.0
209,85,,,1.3490450382232666,,1.0
209,100,,,1.9001381397247314,,1.0
210,10,,,0.2062842845916748,,1.0
210,25,,,0.3211534023284912,,1.0
210,40,,,0.16078662872314453,,1.0
210,55,,,0.524895191192627,,1.0
210,70,,,1.3637752532958984,,1.0
210,85,,,1.4455783367156982,,1.0
210,100,,,1.9115281105041504,,1.0
211,10,,,0.346693754196167,,1.0
211,25,,,0.3663785457611084,,1.0
211,40,,,0.7559323310852051,,1.0
211,55,,,1.178943395614624,,1.0
211,70,,,0.6587927341461182,,1.0
211,85,,,1.2907862663269043,,1.0
211,100,,,1.732640266418457,,1.0
212,10,,,0.18563461303710938,,1.0
212,25,,,0.3220546245574951,,1.0
212,40,,,0.9882180690765381,,1.0
212,55,,,0.25496339797973633,,1.0
212,70,,,1.0747263431549072,,1.0
212,85,,,1.664632797241211,,1.0
212,100,,,1.6907861232757568,,1.0
213,10,,,0.23314833641052246,,1.0
213,25,,,0.4586200714111328,,1.0
213,40,,,0.6874451637268066,,1.0
213,55,,,0.43107008934020996,,1.0
213,70,,,1.0292751789093018,,1.0
213,85,,,1.621596336364746,,1.0
213,100,,,1.5755305290222168,,1.0
214,10,,,0.16327667236328125,,1.0
214,25,,,0.18301939964294434,,1.0
214,40,,,0.5482544898986816,,1.0
214,55,,,0.808847188949585,,1.0
214,70,,,1.5701215267181396,,1.0
214,85,,,0.6540367603302002,,1.0
214,100,,,1.6512365341186523,,1.0
215,10,,,0.3017723560333252,,1.0
215,25,,,0.6182718276977539,,1.0
215,40,,,1.3262956142425537,,1.0
215,55,,,0.2926335334777832,,1.0
215,70,,,0.8794610500335693,,1.0
215,85,,,1.2833826541900635,,1.0
215,100,,,1.5711381435394287,,1.0
216,10,,,0.299973726272583,,1.0
216,25,,,1.0755119323730469,,1.0
216,40,,,0.20670342445373535,,1.0
216,55,,,0.6631412506103516,,1.0
216,70,,,1.1329619884490967,,1.0
216,85,,,1.3239858150482178,,1.0
216,100,,,1.7310359477996826,,1.0
217,10,,,0.11780047416687012,,1.0
217,25,,,0.5712676048278809,,1.0
217,40,,,0.9374048709869385,,1.0
217,55,,,0.8468141555786133,,1.0
217,70,,,1.1163127422332764,,1.0
217,85,,,1.363595962524414,,1.0
217,100,,,1.7471191883087158,,1.0
218,10,,,0.16338586807250977,,1.0
218,25,,,0.3236424922943115,,1.0
218,40,,,0.6589713096618652,,1.0
218,55,,,0.5489809513092041,,1.0
218,70,,,1.0775535106658936,,1.0
218,85,,,1.2188494205474854,,1.0
218,100,,,1.6466965675354004,,1.0
219,10,,,0.1402420997619629,,1.0
219,25,,,0.4822261333465576,,1.0
219,40,,,0.9826736450195312,,1.0
219,55,,,0.7560374736785889,,1.0
219,70,,,1.4028723239898682,,1.0
219,85,,,1.4191296100616455,,1.0
219,100,,,1.87738037109375,,1.0
220,10,,,0.186248779296875,,1.0
220,25,,,0.43047595024108887,,1.0
220,40,,,0.9382095336914062,,1.0
220,55,,,0.8570630550384521,,1.0
220,70,,,0.7567167282104492,,1.0
220,85,,,1.2640748023986816,,1.0
220,100,,,1.645413875579834,,1.0
221,10,,,0.23082876205444336,,1.0
221,25,,,0.41190361976623535,,1.0
221,40,,,0.5272645950317383,,1.0
221,55,,,0.20604228973388672,,1.0
221,70,,,1.3310608863830566,,1.0
221,85,,,1.3250174522399902,,1.0
221,100,,,0.4942755699157715,,1.0
222,10,,,0.5304408073425293,,1.0
222,25,,,0.3450288772583008,,1.0
222,40,,,0.6425197124481201,,1.0
222,55,,,1.0524561405181885,,1.0
222,70,,,1.3020720481872559,,1.0
222,85,,,0.8925056457519531,,1.0
222,100,,,1.689558982849121,,1.0
223,10,,,0.29804134368896484,,1.0
223,25,,,0.4817042350769043,,1.0
223,40,,,0.4583287239074707,,1.0
223,55,,,0.8235630989074707,,1.0
223,70,,,0.9533629417419434,,1.0
223,85,,,1.4150748252868652,,1.0
223,100,,,1.8285365104675293,,1.0
224,10,,,0.210890531539917,,1.0
224,25,,,0.5497467517852783,,1.0
224,40,,,0.5112152099609375,,1.0
224,55,,,0.21089553833007812,,1.0
224,70,,,1.4126296043395996,,1.0
224,85,,,1.2983617782592773,,1.0
224,100,,,2.0251009464263916,,1.0
225,10,,,0.24370384216308594,,1.0
225,25,,,0.19637823104858398,,1.0
225,40,,,0.3055243492126465,,1.0
225,55,,,0.9444642066955566,,1.0
225,70,,,1.0846281051635742,,1.0
225,85,,,1.648709774017334,,1.0
225,100,,,2.236797571182251,,1.0
226,10,,,0.6392092704772949,,1.0
226,25,,,0.38852882385253906,,1.0
226,40,,,0.5739388465881348,,1.0
226,55,,,0.13868975639343262,,1.0
226,70,,,1.3636891841888428,,1.0
226,85,,,1.6398427486419678,,1.0
226,100,,,2.014789342880249,,1.0
227,10,,,0.25156736373901367,,1.0
227,25,,,0.3026409149169922,,1.0
227,40,,,0.578516960144043,,1.0
227,55,,,0.6901099681854248,,1.0
227,70,,,1.7054710388183594,,1.0
227,85,,,1.7711923122406006,,1.0
227,100,,,2.1641125679016113,,1.0
228,10,,,0.6669125556945801,,1.0
228,25,,,0.6593241691589355,,1.0
228,40,,,0.4394264221191406,,1.0
228,55,,,0.2716224193572998,,1.0
228,70,,,1.4816009998321533,,1.0
228,85,,,1.7241826057434082,,1.0
228,100,,,2.271815538406372,,1.0
229,10,,,0.3552439212799072,,1.0
229,25,,,0.3820817470550537,,1.0
229,40,,,0.7389016151428223,,1.0
229,55,,,0.3554692268371582,,1.0
229,70,,,1.5574305057525635,,1.0
229,85,,,1.7927842140197754,,1.0
229,100,,,1.7069976329803467,,1.0
230,10,,,0.5809106826782227,,1.0
230,25,,,0.10880351066589355,,1.0
230,40,,,0.7903420925140381,,1.0
230,55,,,0.577578067779541,,1.0
230,70,,,1.5338122844696045,,1.0
230,85,,,1.3530826568603516,,1.0
230,100,,,1.8347485065460205,,1.0
231,10,,,0.304459810256958,,1.0
231,25,,,0.5753719806671143,,1.0
231,40,,,0.42545533180236816,,1.0
231,55,,,0.6285374164581299,,1.0
231,70,,,1.6429088115692139,,1.0
231,85,,,1.8307642936706543,,1.0
231,100,,,1.5986173152923584,,1.0
232,10,,,0.7664101123809814,,1.0
232,25,,,0.3266775608062744,,1.0
232,40,,,0.3793041706085205,,1.0
232,55,,,0.13339710235595703,,1.0
232,70,,,1.4368133544921875,,1.0
232,85,,,1.5946824550628662,,1.0
232,100,,,1.9730870723724365,,1.0
233,10,,,0.3014991283416748,,1.0
233,25,,,0.18813228607177734,,1.0
233,40,,,1.0939877033233643,,1.0
233,55,,,0.35284852981567383,,1.0
233,70,,,1.4460527896881104,,1.0
233,85,,,0.8771233558654785,,1.0
233,100,,,1.9940791130065918,,1.0
234,10,,,0.3296239376068115,,1.0
234,25,,,0.5491440296173096,,1.0
234,40,,,0.6888637542724609,,1.0
234,55,,,1.343592882156372,,1.0
234,70,,,1.0399491786956787,,1.0
234,85,,,1.7575955390930176,,1.0
234,100,,,1.0053861141204834,,1.0
235,10,,,0.32291436195373535,,1.0
235,25,,,0.5451173782348633,,1.0
235,40,,,0.7095906734466553,,1.0
235,55,,,0.683081865310669,,1.0
235,70,,,1.6104340553283691,,1.0
235,85,,,1.5553069114685059,,1.0
235,100,,,2.260298252105713,,1.0
236,10,,,0.1913440227508545,,1.0
236,25,,,0.595792293548584,,1.0
236,40,,,0.1058351993560791,,1.0
236,55,,,0.5140562057495117,,1.0
236,70,,,1.2244277000427246,,1.0
236,85,,,1.7935833930969238,,1.0
236,100,,,2.1034886837005615,,1.0
237,10,,,0.30341553688049316,,1.0
237,25,,,0.5845351219177246,,1.0
237,40,,,0.466752290725708,,1.0
237,55,,,0.6037163734436035,,1.0
237,70,,,1.0577731132507324,,1.0
237,85,,,1.4879324436187744,,1.0
237,100,,,2.0011539459228516,,1.0
238,10,,,0.3038959503173828,,1.0
238,25,,,0.657578706741333,,1.0
238,40,,,0.8493177890777588,,1.0
238,55,,,0.4107487201690674,,1.0
238,70,,,0.8105971813201904,,1.0
238,85,,,1.7550327777862549,,1.0
238,100,,,2.088897466659546,,1.0
239,10,,,0.2995631694793701,,1.0
239,25,,,0.5713346004486084,,1.0
239,40,,,0.6824393272399902,,1.0
239,55,,,1.071385145187378,,1.0
239,70,,,1.6430189609527588,,1.0
239,85,,,1.9199244976043701,,1.0
239,100,,,1.6697089672088623,,1.0
240,10,,,0.16760826110839844,,1.0
240,25,,,0.6291730403900146,,1.0
240,40,,,1.2087244987487793,,1.0
240,55,,,0.7131547927856445,,1.0
240,70,,,1.4785044193267822,,1.0
240,85,,,1.5841212272644043,,1.0
240,100,,,2.267423629760742,,1.0
241,10,,,0.573681116104126,,1.0
241,25,,,0.653980016708374,,1.0
241,40,,,0.79473876953125,,1.0
241,55,,,0.7698061466217041,,1.0
241,70,,,1.4583919048309326,,1.0
241,85,,,1.558180570602417,,1.0
241,100,,,1.8391523361206055,,1.0
242,10,,,0.16538071632385254,,1.0
242,25,,,0.5739498138427734,,1.0
242,40,,,0.9499773979187012,,1.0
242,55,,,0.24560165405273438,,1.0
242,70,,,1.2475125789642334,,1.0
242,85,,,0.9361681938171387,,1.0
242,100,,,1.9781560897827148,,1.0
243,10,,,0.8554019927978516,,1.0
243,25,,,0.3817265033721924,,1.0
243,40,,,0.5992155075073242,,1.0
243,55,,,0.8383049964904785,,1.0
243,70,,,1.6577785015106201,,1.0
243,85,,,1.7431867122650146,,1.0
243,100,,,1.7799911499023438,,1.0
244,10,,,0.5779109001159668,,1.0
244,25,,,0.6299347877502441,,1.0
244,40,,,0.35222387313842773,,1.0
244,55,,,0.710547685623169,,1.0
244,70,,,1.2870814800262451,,1.0
244,85,,,1.810007095336914,,1.0
244,100,,,1.9430811405181885,,1.0
245,10,,,0.5214223861694336,,1.0
245,25,,,0.21784019470214844,,1.0
245,40,,,0.462738037109375,,1.0
245,55,,,0.4628114700317383,,1.0
245,70,,,1.509657621383667,,1.0
245,85,,,2.3062918186187744,,1.0
245,100,,,2.68403959274292,,1.0
246,10,,,0.16624212265014648,,1.0
246,25,,,0.21514272689819336,,1.0
246,40,,,0.48729372024536133,,1.0
246,55,,,1.3370530605316162,,1.0
246,70,,,1.475525140762329,,1.0
246,85,,,1.6893138885498047,,1.0
246,100,,,0.409717321395874,,1.0
247,10,,,0.5236485004425049,,1.0
247,25,,,0.4664943218231201,,1.0
247,40,,,0.7432353496551514,,1.0
247,55,,,0.7210092544555664,,1.0
247,70,,,1.2591753005981445,,1.0
247,85,,,1.6688504219055176,,1.0
247,100,,,1.7875723838806152,,1.0
248,10,,,0.3027534484863281,,1.0
248,25,,,0.5401730537414551,,1.0
248,40,,,0.9830834865570068,,1.0
248,55,,,1.3679335117340088,,1.0
248,70,,,1.5599639415740967,,1.0
248,85,,,1.7722437381744385,,1.0
248,100,,,1.9182229042053223,,1.0
249,10,,,0.2745800018310547,,1.0
249,25,,,0.2718377113342285,,1.0
249,40,,,0.7629542350769043,,1.0
249,55,,,1.5095365047454834,,1.0
249,70,,,1.1811354160308838,,1.0
249,85,,,1.2868311405181885,,1.0
249,100,,,2.0581777095794678,,1.0
250,10,,,0.16829204559326172,,1.0
250,25,,,0.10641694068908691,,1.0
250,40,,,0.790501594543457,,1.0
250,55,,,0.9850451946258545,,1.0
250,70,,,1.0392191410064697,,1.0
250,85,,,1.7718446254730225,,1.0
250,100,,,2.0529625415802,,1.0
251,10,,,0.40973758697509766,,1.0
251,25,,,0.7407128810882568,,1.0
251,40,,,0.7357649803161621,,1.0
251,55,,,0.8747847080230713,,1.0
251,70,,,1.6154277324676514,,1.0
251,85,,,1.477811574935913,,1.0
251,100,,,2.2332100868225098,,1.0
252,10,,,0.7710671424865723,,1.0
252,25,,,0.5470726490020752,,1.0
252,40,,,0.7953853607177734,,1.0
252,55,,,0.9391627311706543,,1.0
252,70,,,1.4656410217285156,,1.0
252,85,,,1.6563739776611328,,1.0
252,100,,,1.3855197429656982,,1.0
253,10,,,0.7730660438537598,,1.0
253,25,,,0.6752033233642578,,1.0
253,40,,,0.8142039775848389,,1.0
253,55,,,0.5133986473083496,,1.0
253,70,,,1.6648073196411133,,1.0
253,85,,,1.8863246440887451,,1.0
253,100,,,2.2079432010650635,,1.0
254,10,,,0.16454648971557617,,1.0
254,25,,,0.3028535842895508,,1.0
254,40,,,0.9325580596923828,,1.0
254,55,,,0.4891688823699951,,1.0
254,70,,,1.369985580444336,,1.0
254,85,,,2.0280115604400635,,1.0
254,100,,,2.4229445457458496,,1.0
255,10,,,0.27538228034973145,,1.0
255,25,,,0.24172568321228027,,1.0
255,40,,,0.6501893997192383,,1.0
255,55,,,1.222851276397705,,1.0
255,70,,,2.5220518112182617,,1.0
255,85,,,1.8991234302520752,,1.0
255,100,,,2.118169069290161,,1.0
256,10,,,0.19185781478881836,,1.0
256,25,,,0.4640519618988037,,1.0
256,40,,,0.382127046585083,,1.0
256,55,,,1.2597742080688477,,1.0
256,70,,,1.504467487335205,,1.0
256,85,,,2.0804941654205322,,1.0
256,100,,,2.1046805381774902,,1.0
257,10,,,0.5539534091949463,,1.0
257,25,,,0.2712397575378418,,1.0
257,40,,,1.0966293811798096,,1.0
257,55,,,0.8226108551025391,,1.0
257,70,,,1.095914363861084,,1.0
257,85,,,1.9702072143554688,,1.0
257,100,,,2.368480682373047,,1.0
258,10,,,0.30178141593933105,,1.0
258,25,,,0.4345078468322754,,1.0
258,40,,,0.9326739311218262,,1.0
258,55,,,0.9646339416503906,,1.0
258,70,,,0.7133476734161377,,1.0
258,85,,,1.7882461547851562,,1.0
258,100,,,3.7316033840179443,,1.0
259,10,,,0.8451182842254639,,1.0
259,25,,,0.5752060413360596,,1.0
259,40,,,1.2181978225708008,,1.0
259,55,,,1.1145381927490234,,1.0
259,70,,,1.5194358825683594,,1.0
259,85,,,1.4564235210418701,,1.0
259,100,,,1.5348825454711914,,1.0
260,10,,,0.6647963523864746,,1.0
260,25,,,0.29927778244018555,,1.0
260,40,,,0.2158522605895996,,1.0
260,55,,,0.7699761390686035,,1.0
260,70,,,1.3940062522888184,,1.0
260,85,,,1.763256311416626,,1.0
260,100,,,2.3005800247192383,,1.0
261,10,,,0.580998420715332,,1.0
261,25,,,0.19064760208129883,,1.0
261,40,,,0.6814947128295898,,1.0
261,55,,,0.5999875068664551,,1.0
261,70,,,1.5295021533966064,,1.0
261,85,,,1.5260701179504395,,1.0
261,100,,,1.9451329708099365,,1.0
262,10,,,0.30509138107299805,,1.0
262,25,,,0.5723958015441895,,1.0
262,40,,,0.7082288265228271,,1.0
262,55,,,0.3786132335662842,,1.0
262,70,,,1.322141408920288,,1.0
262,85,,,1.5527143478393555,,1.0
262,100,,,2.2384772300720215,,1.0
263,10,,,0.44542860984802246,,1.0
263,25,,,0.49283742904663086,,1.0
263,40,,,0.24483036994934082,,1.0
263,55,,,0.35469603538513184,,1.0
263,70,,,1.2692804336547852,,1.0
263,85,,,1.7872862815856934,,1.0
263,100,,,2.230597496032715,,1.0
264,10,,,0.16673827171325684,,1.0
264,25,,,0.40610337257385254,,1.0
264,40,,,0.792325496673584,,1.0
264,55,,,0.4403541088104248,,1.0
264,70,,,1.4241816997528076,,1.0
264,85,,,1.6253137588500977,,1.0
264,100,,,2.6028006076812744,,1.0
265,10,,,0.25176095962524414,,1.0
265,25,,,0.16260719299316406,,1.0
265,40,,,0.4324183464050293,,1.0
265,55,,,1.146601915359497,,1.0
265,70,,,1.0705571174621582,,1.0
265,85,,,0.435640811920166,,1.0
265,100,,,2.137207508087158,,1.0
266,10,,,0.24836468696594238,,1.0
266,25,,,0.4854264259338379,,1.0
266,40,,,0.8759310245513916,,1.0
